     2400    2448.48   1.02019
     2500    2550.50   1.02025
     2600    2652.52   1.02030
     2700    2754.55   1.02037
     2800    2856.59   1.02042
     2900    2958.63   1.02048
     3000    3060.68   1.02052
     3100    3162.73   1.02057
     3200    3264.78   1.02060
     3300    3366.84   1.02064
     3400    3468.91   1.02068
     3500    3570.97   1.02070
     3600    3673.04   1.02074
     3700    3775.12   1.02078
     3800    3877.20   1.02082
     3900    3979.28   1.02084
     4000    4081.36   1.02087
     4100    4183.45   1.02088
     4200    4285.54   1.02089
     4300    4387.63   1.02089
     4400    4489.72   1.02089
     4500    4591.81   1.02089
     4600    4693.90   1.02087
     4700    4795.98   1.02083
     4800    4898.07   1.02080
     4900    5000.15   1.02076
     5000    5102.22   1.02070
     5100    5204.29   1.02065
     5200    5306.36   1.02060
     5300    5408.42   1.02055
     5400    5510.47   1.02049
     5500    5612.52   1.02040
     5600    5714.56   1.02031
     5700    5816.59   1.02020
     5800    5918.61   1.02008
     5900    6020.62   1.01991
     6000    6122.61   1.01974
     6100    6224.58   1.01954
     6200    6326.54   1.01932
     6300    6428.47   1.01912
     6400    6530.38   1.01890
     6500    6632.27   1.01868
     6600    6734.14   1.01843
     6700    6835.98   1.01816
     6800    6937.80   1.01787
     6900    7039.58   1.01757
     7000    7141.34         1
  914     1.00000000         1
      000     000.00   1.01854
      100     101.85   1.01841
      200     203.70   1.01829
      300     305.53   1.01819
      400     407.34   1.01809
      500     509.15   1.01800
      600     610.95   1.01793
      700     712.75   1.01786
      800     814.53   1.01781
      900     916.31   1.01776
     1000    1018.09   1.01772
     1100    1119.86   1.01769
     1200    1221.63   1.01767
     1300    1323.40   1.01765
     1400    1425.16   1.01764
     1500    1526.93   1.01764
     1600    1628.69   1.01765
     1700    1730.46   1.01766
     1800    1832.22   1.01767
     1900    1933.99   1.01769
     2000    2035.76   1.01772
     2100    2137.53   1.01775
     2200    2239.30   1.01778
     2300    2341.08   1.01781
     2400    2442.86   1.01785
     2500    2544.65   1.01789
     2600    2646.44   1.01793
     2700    2748.23   1.01798
     2800    2850.03   1.01802
     2900    2951.83   1.01807
     3000    3053.64   1.01811
     3100    3155.45   1.01816
     3200    3257.26   1.01820
     3300    3359.08   1.01824
     3400    3460.91   1.01828
     3500    3562.74   1.01832
     3600    3664.57   1.01836
     3700    3766.40   1.01839
     3800    3868.24   1.01842
     3900    3970.09   1.01845
     4000    4071.93   1.01847
     4100    4173.78   1.01849
     4200    4275.63   1.01850
     4300    4377.48   1.01851
     4400    4479.33   1.01851
     4500    4581.18   1.01850
     4600    4683.03   1.01849
     4700    4784.88   1.01847
     4800    4886.72   1.01844
     4900    4988.57   1.01840
     5000    5090.41   1.01836
     5100    5192.24   1.01830
     5200    5294.08   1.01824
     5300    5395.90   1.01816
     5400    5497.72   1.01808
     5500    5599.52   1.01798
     5600    5701.32   1.01787
     5700    5803.11   1.01775
     5800    5904.88   1.01762
     5900    6006.65   1.01748
     6000    6108.39   1.01732
     6100    6210.13   1.01715
     6200    6311.84   1.01696
     6300    6413.54   1.01676
     6400    6515.21   1.01654
     6500    6616.87   1.01631
     6600    6718.50   1.01606
     6700    6820.10   1.01579
     6800    6921.68   1.01551
     6900    7023.23   1.01521
     7000    7124.76         1
  915     1.00000000         1
      000     000.00   1.00000
      100     100.00   1.00000
      200     200.00   1.00000
      300     300.00   1.00000
      400     400.00   1.00000
      500     500.00   1.00000
      600     600.00   1.00000
      700     700.00   1.00000
      800     800.00   1.00000
      900     900.00   1.00000
     1000    1000.00   1.00000
     1100    1100.00   1.00000
     1200    1200.00   1.00000
     1300    1300.00   1.00000
     1400    1400.00   1.00000
     1500    1500.00   1.00000
     1600    1600.00   1.00000
     1700    1700.00   1.00000
     1800    1800.00   1.00000
     1900    1900.00   1.00000
     2000    2000.00   1.00000
     2100    2100.00   1.00000
     2200    2200.00   1.00000
     2300    2300.00   1.00000
     2400    2400.00   1.00000
     2500    2500.00   1.00000
     2600    2600.00   1.00000
     2700    2700.00   1.00000
     2800    2800.00   1.00000
     2900    2900.00   1.00000
     3000    3000.00   1.00000
     3100    3100.00   1.00000
     3200    3200.00   1.00000
     3300    3300.00   1.00000
     3400    3400.00   1.00000
     3500    3500.00   1.00000
     3600    3600.00   1.00000
